iter	Logloss	Accuracy
82	0.5126554877	0.9158485273
83	0.5111780129	0.9172510519
84	0.5089333161	0.9214586255
85	0.5073003657	0.9172510519
86	0.5061656469	0.9172510519
87	0.5047359424	0.9214586255
88	0.5032811315	0.9242636746
89	0.5015674571	0.9242636746
90	0.4997306713	0.9228611501
91	0.4980803522	0.9298737728
92	0.4959177088	0.9284712482
93	0.4940510299	0.9312762973
94	0.4926703949	0.9312762973
95	0.4908065398	0.9298737728
96	0.489698019	0.9312762973
97	0.4884683693	0.935483871
98	0.4868451236	0.9368863955
99	0.4836213218	0.9368863955
100	0.4819679191	0.9396914446
101	0.4800374634	0.9396914446
102	0.4786416212	0.9368863955
103	0.4763115805	0.9382889201
104	0.475186477	0.9438990182
105	0.4734679063	0.9453015428
106	0.4714799735	0.9481065919
107	0.4701252713	0.9453015428
108	0.4692139533	0.9438990182
109	0.4674800209	0.9424964937
110	0.4659134732	0.9438990182
111	0.4640354362	0.9453015428
112	0.4622225535	0.9453015428
113	0.4602294306	0.9467040673
114	0.4593158182	0.9481065919
115	0.4581111379	0.9495091164
116	0.4561418676	0.9565217391
117	0.4545288681	0.9551192146
118	0.4528489287	0.9565217391
119	0.4518905123	0.9565217391
120	0.4511686811	0.9565217391
121	0.4495075645	0.9579242637
122	0.448084129	0.9565217391
123	0.4468534354	0.9579242637
124	0.4460088958	0.9579242637
125	0.4453424218	0.9565217391
126	0.4436037377	0.9579242637
127	0.4421225627	0.9607293128
128	0.4412576209	0.9593267882
129	0.4396939028	0.9635343619
130	0.4380711045	0.9593267882
131	0.4368143669	0.9663394109
132	0.4359618637	0.9649368864
133	0.4342297366	0.9663394109
134	0.4330210045	0.9649368864
135	0.4324669261	0.9663394109
136	0.4313552243	0.9635343619
137	0.4301907766	0.9635343619
138	0.4291938189	0.9635343619
139	0.4279208088	0.9663394109
140	0.4274029251	0.9677419355
141	0.4258405389	0.9649368864
142	0.4242359071	0.9677419355
143	0.4232385656	0.96914446
144	0.4218701912	0.9663394109
145	0.420059623	0.96914446
146	0.4194222591	0.9705469846
147	0.4181300106	0.9733520337
148	0.4168721725	0.9705469846
149	0.415757117	0.9677419355
150	0.4146639649	0.9705469846
151	0.4133890072	0.9705469846
152	0.4127513486	0.96914446
153	0.4116569274	0.9705469846
154	0.4099676162	0.9705469846
155	0.4079300361	0.9733520337
156	0.4069641246	0.9719495091
157	0.4062243885	0.9719495091
158	0.404442723	0.96914446
159	0.4025852344	0.9719495091
160	0.4019849397	0.9719495091
161	0.3998609374	0.9733520337
162	0.3990787092	0.9733520337
163	0.3972911233	0.9747545582
164	0.3964477882	0.9747545582
165	0.3953561729	0.9747545582
166	0.394151917	0.9761570827
167	0.3926608971	0.9775596073
168	0.3918429373	0.9775596073
169	0.3910520812	0.9789621318
170	0.3893465059	0.9789621318
171	0.3872521059	0.9775596073
172	0.3862058347	0.9789621318
173	0.384537002	0.9789621318
174	0.3831962617	0.9803646564
175	0.382022023	0.9831697055
176	0.3810485372	0.9817671809
177	0.3800719902	0.9831697055
178	0.3787595733	0.9817671809
179	0.3779935933	0.9817671809
180	0.3770631289	0.9817671809
181	0.3759560071	0.9817671809
182	0.3748205743	0.9817671809
183	0.3739930034	0.9817671809
184	0.3732913316	0.9817671809
185	0.3720296713	0.9817671809
186	0.3705588692	0.98457223
187	0.3694539924	0.98457223
188	0.3685093251	0.98457223
189	0.367220499	0.9831697055
190	0.3658291418	0.9831697055
191	0.3651079029	0.9831697055
192	0.3643900707	0.9831697055
193	0.3637933793	0.9831697055
194	0.3625676492	0.9831697055
195	0.3619240783	0.9831697055
196	0.3610192609	0.98457223
197	0.3600862049	0.98457223
198	0.3590703675	0.9859747546
199	0.3576874986	0.9859747546
200	0.3562421229	0.9859747546
201	0.3551399931	0.9859747546
202	0.3543634769	0.9859747546
203	0.3538163408	0.9859747546
204	0.3529460088	0.9859747546
205	0.351846694	0.9887798036
206	0.350032451	0.9887798036
207	0.3488587214	0.9901823282
208	0.3478623164	0.9901823282
209	0.3468714152	0.9901823282
210	0.3457036512	0.9901823282
211	0.3444507434	0.9901823282
212	0.3435647391	0.9901823282
213	0.3427421519	0.9901823282
214	0.3415490164	0.9915848527
215	0.3412747923	0.9915848527
216	0.339495597	0.9915848527
217	0.3387546727	0.9915848527
218	0.3372804541	0.9915848527
219	0.3362510727	0.9915848527
220	0.3353127408	0.9915848527
221	0.3344761308	0.9915848527
222	0.3338641299	0.9915848527
223	0.3327873295	0.9929873773
224	0.3316240471	0.9929873773
225	0.3308755639	0.9929873773
226	0.3303220121	0.9929873773
227	0.3293962103	0.9915848527
228	0.3283737253	0.9929873773
229	0.3275024504	0.9929873773
230	0.325853168	0.9929873773
231	0.3253183008	0.9929873773
232	0.3241440484	0.9943899018
233	0.3236100392	0.9943899018
234	0.3227683765	0.9943899018
235	0.3215341668	0.9943899018
236	0.3198739852	0.9943899018
237	0.318975562	0.9943899018
238	0.3177806578	0.9957924264
239	0.3169434973	0.9971949509
240	0.3161565378	0.9957924264
241	0.3157073392	0.9957924264
242	0.3147546777	0.9957924264
243	0.3129014329	0.9957924264
244	0.3120794577	0.9971949509
245	0.3116204711	0.9971949509
246	0.3104344555	0.9971949509
247	0.3094935916	0.9957924264
248	0.3091500821	0.9957924264
249	0.3085274458	0.9957924264
250	0.307558039	0.9943899018
251	0.306826591	0.9971949509
252	0.3060636133	0.9971949509
253	0.3046784928	0.9957924264
254	0.3041389233	0.9957924264
255	0.3031444409	0.9957924264
256	0.3023563156	0.9957924264
257	0.3014102436	0.9971949509
258	0.3003661299	0.9971949509
259	0.2989855109	0.9971949509
260	0.2975107653	1
261	0.2966630714	1
262	0.2956304281	1
263	0.294331149	1
264	0.2934486225	1
265	0.2921990754	1
266	0.2912020463	1
267	0.290192549	1
268	0.2886622546	1
269	0.2871405762	1
270	0.2859511082	1
271	0.2851048469	1
272	0.2840936046	1
273	0.2828554769	1
274	0.2818930747	1
275	0.2808254056	1
276	0.2801296269	1
277	0.278977772	1
278	0.2781099186	1
279	0.2766598214	1
280	0.2760108135	1
281	0.2753066765	1
282	0.2740396863	1
283	0.2731659385	1
284	0.2718836127	1
285	0.2710147467	1
286	0.2698531461	1
287	0.2692216649	1
288	0.2677796398	1
289	0.2669055455	1
290	0.2659874326	1
291	0.264544392	1
292	0.263357953	1
293	0.2622424109	1
294	0.2612313898	1
295	0.2603707138	1
296	0.259313629	1
297	0.2582799024	1
298	0.257624931	1
299	0.256650202	1
300	0.2558331219	1
301	0.2550352031	1
302	0.254351597	1
303	0.253242394	1
304	0.2523767922	1
305	0.2514896309	1
306	0.250040071	1
307	0.2493649576	1
308	0.2477798392	1
309	0.2464496246	1
310	0.2455105145	1
311	0.2447529156	1
312	0.2436616646	1
313	0.242440339	1
314	0.241126709	1
315	0.240061628	1
316	0.2393940681	1
317	0.2385328657	1
318	0.237659536	1
319	0.2366251581	1
320	0.2356873067	1
321	0.2345492837	1
322	0.2334776073	1
323	0.2323403722	1
324	0.2310375478	1
325	0.230139681	1
326	0.2290765068	1
327	0.2286302099	1
328	0.2277890849	1
329	0.2266945829	1
330	0.2259743829	1
331	0.2250781261	1
332	0.2245721414	1
333	0.2235339893	1
334	0.222794633	1
335	0.2217041175	1
336	0.221006925	1
337	0.2198573093	1
338	0.2191304943	1
339	0.2184940895	1
340	0.2173348767	1
341	0.2165390659	1
342	0.2161000552	1
343	0.2152261619	1
344	0.2144523421	1
345	0.2134174655	1
346	0.2128041861	1
347	0.2118857	1
348	0.2109120884	1
349	0.2101956383	1
350	0.2093148064	1
351	0.2082577121	1
352	0.207478951	1
353	0.2063186851	1
354	0.2053826169	1
355	0.2044285928	1
356	0.2037685279	1
357	0.2026277716	1
358	0.2011253409	1
359	0.2000036884	1
360	0.1991569802	1
361	0.198039102	1
362	0.1974026657	1
363	0.196577188	1
364	0.1958150616	1
365	0.1949729082	1
366	0.1944133142	1
367	0.1933741402	1
368	0.1928328878	1
369	0.1921124487	1
370	0.1910747961	1
371	0.1905503521	1
372	0.1898894236	1
373	0.1893376065	1
374	0.1884821539	1
375	0.1876354916	1
376	0.1870864014	1
377	0.1864914404	1
378	0.1855441392	1
379	0.1847184464	1
380	0.1840596471	1
381	0.1831514511	1
382	0.18238256	1
383	0.1816995736	1
384	0.1811511773	1
385	0.1801012518	1
386	0.1790273539	1
387	0.1785656421	1
388	0.1776683956	1
389	0.1765953418	1
390	0.176057595	1
391	0.1754052227	1
392	0.1749816305	1
393	0.1739873705	1
394	0.1734280324	1
395	0.1729410434	1
396	0.1721010717	1
397	0.1712989777	1
398	0.1708671101	1
399	0.1699847141	1
400	0.1695205877	1
401	0.1688828146	1
402	0.1684566247	1
403	0.1681960669	1
404	0.1676137216	1
405	0.1669355175	1
406	0.166318967	1
407	0.1655673024	1
408	0.1652810297	1
409	0.1648297127	1
410	0.1640453571	1
411	0.1631124275	1
412	0.1625315926	1
413	0.1619688381	1
414	0.1615205401	1
415	0.1611613897	1
416	0.1609710139	1
417	0.1601780894	1
418	0.1598988536	1
419	0.1594343493	1
420	0.1589041963	1
421	0.1583582608	1
422	0.1577866445	1
423	0.157195452	1
424	0.1565618888	1
425	0.1558293015	1
426	0.1552319007	1
427	0.1544282322	1
428	0.1538763957	1
429	0.1532513203	1
430	0.1529123766	1
431	0.152403795	1
432	0.1519163207	1
433	0.1510448706	1
434	0.1503608845	1
435	0.1498917881	1
436	0.1492688128	1
437	0.1488001041	1
438	0.1484433688	1
439	0.1478905381	1
440	0.1473569722	1
441	0.1469311285	1
442	0.1463859529	1
443	0.1458289986	1
444	0.1452757656	1
445	0.1447659884	1
446	0.1442961407	1
447	0.1440068835	1
448	0.1434403814	1
449	0.1429583956	1
450	0.1422332749	1
451	0.1415149366	1
452	0.1409290908	1
453	0.1402148965	1
454	0.1397201346	1
455	0.1394831792	1
456	0.1391518836	1
457	0.1389629941	1
458	0.1385274987	1
459	0.1379798861	1
460	0.1375943367	1
461	0.137264631	1
462	0.1369540202	1
463	0.1363989486	1
464	0.1358841395	1
465	0.1353921893	1
466	0.1349629515	1
467	0.1343941545	1
468	0.1340418525	1
469	0.1333573685	1
470	0.1329057206	1
471	0.1323668135	1
472	0.1321427428	1
473	0.1316594068	1
474	0.1311865135	1
475	0.130782651	1
476	0.1301929882	1
477	0.1297320748	1
478	0.1290871271	1
479	0.1288209036	1
480	0.1283209748	1
481	0.1278833981	1
482	0.1272753069	1
483	0.1269119509	1
484	0.1263666556	1
485	0.1259022885	1
486	0.1254889618	1
487	0.125070471	1
488	0.1248898509	1
489	0.1245910186	1
490	0.1242186406	1
491	0.1235963748	1
492	0.1231882336	1
493	0.1226718103	1
494	0.1222602789	1
495	0.1218219522	1
496	0.121530049	1
497	0.1211745101	1
498	0.1206561792	1
499	0.1202146636	1
500	0.1196416976	1
501	0.1194100803	1
502	0.1189530068	1
503	0.1185941616	1
504	0.1180879746	1
505	0.1175737738	1
506	0.1171845063	1
507	0.1168194071	1
508	0.1163292335	1
509	0.1157648482	1
510	0.1153185658	1
511	0.1149439398	1
512	0.1145881697	1
513	0.1142839978	1
514	0.114053897	1
515	0.1137500384	1
516	0.1133997667	1
517	0.112948651	1
518	0.1126771707	1
519	0.1123082555	1
520	0.112048516	1
521	0.1115739881	1
522	0.1112878618	1
523	0.110901651	1
524	0.1104612311	1
525	0.1100503969	1
526	0.1096756445	1
527	0.1093466917	1
528	0.1088831239	1
529	0.1082859106	1
530	0.1080131466	1
531	0.1074454886	1
532	0.1070361238	1
533	0.106637679	1
534	0.1061883186	1
535	0.1058553837	1
536	0.1053470468	1
537	0.1050508516	1
538	0.1048020163	1
539	0.1044529317	1
540	0.1039826657	1
541	0.1034978855	1
542	0.1029398707	1
543	0.1025225942	1
544	0.1021603354	1
545	0.1018881678	1
546	0.1014588711	1
547	0.1011258085	1
548	0.1008293861	1
549	0.1004560495	1
550	0.1001335679	1
551	0.09982113318	1
552	0.09943818268	1
553	0.09893315543	1
554	0.09858955034	1
555	0.09828071531	1
556	0.09789023756	1
557	0.09749598878	1
558	0.0970859752	1
559	0.0969043694	1
560	0.09646533626	1
561	0.09613770223	1
562	0.09576772765	1
563	0.09555060214	1
564	0.09530125249	1
565	0.09508694355	1
566	0.09470587893	1
567	0.09443707432	1
568	0.09417517916	1
569	0.09352396401	1
570	0.09315413353	1
571	0.09294893417	1
572	0.09276098727	1
573	0.09233965802	1
574	0.09215556019	1
575	0.09188912027	1
576	0.09161348191	1
577	0.09143003363	1
578	0.09117370114	1
579	0.09100333701	1
580	0.09067887171	1
581	0.09032101668	1
582	0.09001732803	1
583	0.08970246351	1
584	0.08940662599	1
585	0.08905418494	1
586	0.08867261563	1
587	0.08834221557	1
588	0.08808950725	1
589	0.0877677517	1
590	0.0876495427	1
591	0.08737515335	1
592	0.08717075257	1
593	0.08697974802	1
594	0.08668882037	1
595	0.08636166191	1
596	0.0862521363	1
597	0.08605561645	1
598	0.08583047082	1
599	0.08554360383	1
600	0.08530693093	1
601	0.0850650352	1
602	0.08450985748	1
603	0.08422554323	1
604	0.08398161345	1
605	0.08359569558	1
606	0.08324898643	1
607	0.08296144881	1
608	0.08257579882	1
609	0.08224933818	1
610	0.08204606021	1
611	0.08173322512	1
612	0.08144039385	1
613	0.08124143482	1
614	0.0809730637	1
615	0.08075371595	1
616	0.08043159624	1
617	0.08026958275	1
618	0.08010308116	1
619	0.07978843657	1
620	0.07954725092	1
621	0.07926788234	1
622	0.07899223113	1
623	0.07871201718	1
624	0.07853398872	1
625	0.0782435199	1
626	0.07795259471	1
627	0.07763915703	1
628	0.07745637002	1
629	0.07721590241	1
630	0.07703290365	1
631	0.07676618242	1
632	0.07654802531	1
633	0.07634180656	1
634	0.07615075292	1
635	0.07589972677	1
636	0.07558760943	1
637	0.07532132571	1
638	0.07498778474	1
639	0.07469000642	1
640	0.07448552834	1
641	0.07432455923	1
642	0.07405960049	1
643	0.07396932717	1
644	0.0738377376	1
645	0.07359624614	1
646	0.07334541979	1
647	0.07308366059	1
648	0.07278128246	1
649	0.07252631135	1
650	0.07226161427	1
651	0.07199233481	1
652	0.07151748475	1
653	0.07139164951	1
654	0.07118568623	1
655	0.07095611211	1
656	0.07080146378	1
657	0.07055647622	1
658	0.07033310455	1
659	0.0701088224	1
660	0.07003322965	1
661	0.06979885236	1
662	0.06959829157	1
663	0.06950046674	1
664	0.06932394804	1
665	0.0690416385	1
666	0.06885878293	1
667	0.06866482226	1
668	0.06843829277	1
669	0.06822744117	1
670	0.06803815062	1
671	0.06789614323	1
672	0.06766658261	1
673	0.06752445445	1
674	0.06729919593	1
675	0.06705391758	1
676	0.06688330285	1
677	0.06666405213	1
678	0.06651331409	1
679	0.06634899487	1
680	0.06622796611	1
681	0.06603550894	1
682	0.06589400352	1
683	0.06564208364	1
684	0.06549186504	1
685	0.06527693771	1
686	0.06504040177	1
687	0.06479357459	1
688	0.0645777804	1
689	0.06446122976	1
690	0.06436605003	1
691	0.06420330834	1
692	0.06404238164	1
693	0.06377081991	1
694	0.06353571946	1
695	0.06334502399	1
696	0.0631589884	1
697	0.0629487066	1
698	0.06287649798	1
699	0.06260570258	1
700	0.06246252042	1
701	0.06220224797	1
702	0.06198779436	1
703	0.06185596414	1
704	0.06165487095	1
705	0.06151029728	1
706	0.06130222314	1
707	0.06116841725	1
708	0.06094474648	1
709	0.0607966135	1
710	0.06071495045	1
711	0.0605153525	1
712	0.06034588968	1
713	0.06023864644	1
714	0.06005445964	1
715	0.05988266996	1
716	0.05977152774	1
717	0.05958899792	1
718	0.05947985356	1
719	0.05935876672	1
720	0.05920105674	1
721	0.05903674929	1
722	0.05890852387	1
723	0.05878269199	1
724	0.05864022632	1
725	0.05845830635	1
726	0.05824882931	1
727	0.05806067237	1
728	0.05797461375	1
729	0.05775637543	1
730	0.05762800611	1
731	0.05743268456	1
732	0.05727207631	1
733	0.05710269921	1
734	0.05684988232	1
735	0.05672870401	1
736	0.05657498458	1
737	0.05650235303	1
738	0.05637519814	1
739	0.05624684417	1
740	0.05609535114	1
741	0.05600717129	1
742	0.05585409288	1
743	0.05568947405	1
744	0.05560284145	1
745	0.05537875702	1
746	0.05524236184	1
747	0.0551109561	1
748	0.05502628761	1
749	0.05490914439	1
750	0.05476604488	1
751	0.05469229173	1
752	0.05447453974	1
753	0.05429245892	1
754	0.05412252811	1
755	0.0539332458	1
756	0.05382133967	1
757	0.05363392677	1
758	0.05348113697	1
759	0.05333838236	1
760	0.05314263765	1
761	0.05301589774	1
762	0.05286549222	1
763	0.05272995236	1
764	0.05257054405	1
765	0.052424209	1
766	0.05232569886	1
767	0.05221945378	1
768	0.05208812652	1
769	0.05194427939	1
770	0.05178890062	1
771	0.0516232402	1
772	0.05148673325	1
773	0.05133303327	1
774	0.05117256084	1
775	0.05101651284	1
776	0.05086979587	1
777	0.05071709137	1
778	0.05054801042	1
779	0.05049221846	1
780	0.05042276897	1
781	0.05027319458	1
782	0.05013074118	1
783	0.04995971823	1
784	0.04978433618	1
785	0.04961661319	1
786	0.04947212896	1
787	0.04934114719	1
788	0.04923016864	1
789	0.04903639988	1
790	0.04890868434	1
791	0.04863716158	1
792	0.04853245286	1
793	0.04844973163	1
794	0.04841684329	1
795	0.04827538056	1
796	0.04816493643	1
797	0.04804117536	1
798	0.0479046088	1
799	0.04782112247	1
800	0.04772440149	1
801	0.04757533746	1
802	0.04744622377	1
803	0.04734482275	1
804	0.04714219825	1
805	0.0470330196	1
806	0.04692268099	1
807	0.04686064233	1
808	0.04676192383	1
809	0.04663570295	1
810	0.04655342165	1
811	0.04642172615	1
812	0.04630668784	1
813	0.04616059006	1
814	0.04600135593	1
815	0.04591269896	1
816	0.04584736313	1
817	0.04564060323	1
818	0.04553388049	1
819	0.04543076263	1
820	0.04535237411	1
821	0.045232649	1
822	0.04513190367	1
823	0.04501566475	1
824	0.04489626196	1
825	0.04475769926	1
826	0.04467495335	1
827	0.0445893531	1
828	0.04445782416	1
829	0.04436173372	1
830	0.04420587208	1
831	0.04399342651	1
832	0.04392357042	1
833	0.04380769138	1
834	0.0436788082	1
835	0.04356114005	1
836	0.04350405428	1
837	0.04337589991	1
838	0.04328517632	1
839	0.04324771808	1
840	0.04305647239	1
841	0.04300415738	1
842	0.04295554051	1
843	0.04282716856	1
844	0.04271004064	1
845	0.04260862147	1
846	0.04252249132	1
847	0.04239110569	1
848	0.04234013154	1
849	0.042245641	1
850	0.04214243521	1
851	0.04205629504	1
852	0.0419817752	1
853	0.04183035338	1
854	0.04176617288	1
855	0.04162077718	1
856	0.04150463578	1
857	0.0414468565	1
858	0.04139429144	1
859	0.0412847756	1
860	0.04120799796	1
861	0.04111350807	1
862	0.04105275602	1
863	0.04094621205	1
864	0.0408405268	1
865	0.04074001731	1
866	0.04066977548	1
867	0.04057928181	1
868	0.0405020451	1
869	0.04036667519	1
870	0.04024511743	1
871	0.0401352737	1
872	0.04005282069	1
873	0.03995984213	1
874	0.0398588134	1
875	0.03980171477	1
876	0.03972424516	1
877	0.0396636573	1
878	0.03956118223	1
879	0.03947642947	1
880	0.03938410932	1
881	0.03932711696	1
882	0.03922649871	1
883	0.03918294375	1
884	0.03909582874	1
885	0.03901073855	1
886	0.03891688805	1
887	0.03885511938	1
888	0.03877012366	1
889	0.0387230287	1
890	0.03860988468	1
891	0.03850618805	1
892	0.03841486198	1
893	0.03833998341	1
894	0.0382214693	1
895	0.03814164706	1
896	0.03806870781	1
897	0.03800737058	1
898	0.0378581612	1
899	0.03775969175	1
900	0.03764603524	1
901	0.03757659423	1
902	0.03750957268	1
903	0.03741265004	1
904	0.03735622229	1
905	0.03723342581	1
906	0.03712802831	1
907	0.03703726534	1
908	0.03691308279	1
909	0.03684091153	1
910	0.03673612449	1
911	0.03666573952	1
912	0.03659215639	1
913	0.03650334373	1
914	0.03637113505	1
915	0.03629774836	1
916	0.03619082261	1
917	0.0361167143	1
918	0.03604469525	1
919	0.03588588578	1
920	0.03580881449	1
921	0.03576220629	1
922	0.03572062092	1
923	0.03563183812	1
924	0.03552087345	1
925	0.03543581124	1
926	0.03536770318	1
927	0.03532022301	1
928	0.03520403943	1
929	0.03514371854	1
930	0.03506445831	1
931	0.03497889068	1
932	0.03493550748	1
933	0.03483786118	1
934	0.03475893812	1
935	0.0346846687	1
936	0.034613429	1
937	0.0345384866	1
938	0.03447336186	1
939	0.03437273493	1
940	0.03430235172	1
941	0.0342358329	1
942	0.03412789864	1
943	0.03403258628	1
944	0.03393253124	1
945	0.03385238366	1
946	0.03380790601	1
947	0.0337565598	1
948	0.03369296728	1
949	0.0336298593	1
950	0.03360479056	1
951	0.03352345121	1
952	0.03343574419	1
953	0.03337009659	1
954	0.03328123852	1
955	0.0332077394	1
956	0.03310515131	1
957	0.03303997056	1
958	0.0329988164	1
959	0.03292905228	1
960	0.03280344657	1
961	0.03274957183	1
962	0.03268277753	1
963	0.0326043631	1
964	0.03253773438	1
965	0.03245112096	1
966	0.03241184425	1
967	0.0323258819	1
968	0.03224986453	1
969	0.03223078676	1
970	0.03215221994	1
971	0.0321183726	1
972	0.0320590323	1
973	0.03198808295	1
974	0.03192840951	1
975	0.0318703168	1
976	0.0318179342	1
977	0.03174650819	1
978	0.03167837206	1
979	0.03163877653	1
980	0.03158904015	1
981	0.03149959791	1
982	0.03141109108	1
983	0.03132448474	1
984	0.03127526673	1
985	0.03120609353	1
986	0.03108528323	1
987	0.03102842904	1
988	0.03093963037	1
989	0.03088447428	1
990	0.03082769692	1
991	0.03077295106	1
992	0.03070921867	1
993	0.03066305423	1
994	0.03058694618	1
995	0.03051469739	1
996	0.0304243285	1
997	0.03037629918	1
998	0.03031564791	1
999	0.03023385489	1
1000	0.03015534866	1
1001	0.03010737134	1
1002	0.03003725764	1
1003	0.02995274166	1
1004	0.02987038433	1
1005	0.02978708924	1
1006	0.02970212044	1
1007	0.02961987411	1
1008	0.02958866392	1
1009	0.02952619095	1
1010	0.02946211482	1
1011	0.02941899793	1
1012	0.02935219219	1
1013	0.02929480049	1
1014	0.02922171719	1
1015	0.02915874689	1
1016	0.02907489384	1
1017	0.02900408829	1
1018	0.02896506179	1
1019	0.02888197242	1
1020	0.0288271846	1
1021	0.02877337839	1
1022	0.02870644369	1
1023	0.0286235715	1
1024	0.02855068399	1
1025	0.0284833442	1
1026	0.02844698868	1
1027	0.02838133764	1
1028	0.02832100847	1
1029	0.02825128002	1
1030	0.02818283241	1
1031	0.02811628548	1
1032	0.0280513619	1
1033	0.02800676592	1
1034	0.02794502718	1
1035	0.02789608708	1
1036	0.02783626697	1
1037	0.02776581521	1
1038	0.02771043978	1
1039	0.02763215806	1
1040	0.02758229168	1
1041	0.0275287151	1
1042	0.02747182985	1
1043	0.02744247056	1
1044	0.02737381245	1
1045	0.02734379859	1
1046	0.02729903596	1
1047	0.0272273618	1
1048	0.02721418468	1
1049	0.02717674473	1
1050	0.02712450817	1
1051	0.02704971306	1
1052	0.02698821395	1
1053	0.02691496238	1
1054	0.02686842948	1
1055	0.02682433486	1
1056	0.02677325912	1
1057	0.02673555541	1
1058	0.02667590222	1
1059	0.02658394597	1
1060	0.02655397124	1
1061	0.02651155573	1
1062	0.02646161266	1
1063	0.02643679873	1
1064	0.0263708768	1
1065	0.02633773049	1
1066	0.02627618301	1
1067	0.02624910469	1
1068	0.0262148325	1
1069	0.0261680945	1
1070	0.02613218399	1
1071	0.02607907272	1
1072	0.02602393924	1
1073	0.02597066331	1
1074	0.0259256452	1
1075	0.02586711022	1
1076	0.02581292923	1
1077	0.02575234798	1
1078	0.02572114994	1
1079	0.02567300536	1
1080	0.0256295131	1
1081	0.02558323824	1
1082	0.02552291593	1
1083	0.0254774574	1
1084	0.02540718477	1
1085	0.02535311244	1
1086	0.02530325354	1
1087	0.02523023934	1
1088	0.02515992356	1
1089	0.02508728277	1
1090	0.02502627599	1
1091	0.02499020689	1
1092	0.02494912498	1
1093	0.02490071971	1
1094	0.02485277354	1
1095	0.024810156	1
1096	0.02476142226	1
1097	0.02470674965	1
1098	0.024665386	1
1099	0.02460046532	1
1100	0.0245512593	1
1101	0.02450262247	1
1102	0.0244607246	1
1103	0.02440170729	1
1104	0.02435754659	1
1105	0.02433588111	1
1106	0.02429014948	1
1107	0.02422263918	1
1108	0.02417513922	1
1109	0.0241435524	1
1110	0.02407628332	1
1111	0.02402329294	1
1112	0.02398360374	1
1113	0.02395630097	1
1114	0.02389320533	1
1115	0.02385234526	1
1116	0.02382017208	1
1117	0.02378477183	1
1118	0.02374052647	1
1119	0.02371292335	1
1120	0.02366691921	1
1121	0.02361181728	1
1122	0.02357433094	1
1123	0.02354864219	1
1124	0.02350259501	1
1125	0.02346540647	1
1126	0.02341113736	1
1127	0.02336702118	1
1128	0.0233122356	1
1129	0.02327812642	1
1130	0.0232163411	1
1131	0.0231725806	1
1132	0.02312408447	1
1133	0.02306340928	1
1134	0.02301082732	1
1135	0.02296323333	1
1136	0.0229493384	1
1137	0.02290262052	1
1138	0.0228542088	1
1139	0.02279152297	1
1140	0.02273805073	1
1141	0.02269828909	1
1142	0.02266468747	1
1143	0.02263216905	1
1144	0.0225831365	1
1145	0.0225323394	1
